town,flat_type,resale_price
TAMPINES,3 ROOM,500000
TAMPINES,3 ROOM,499000
TAMPINES,3 ROOM,498888
TAMPINES,3 ROOM,497000
TAMPINES,3 ROOM,495000
TAMPINES,3 ROOM,495000
TAMPINES,3 ROOM,495000
TAMPINES,3 ROOM,495000
TAMPINES,3 ROOM,490000
TAMPINES,3 ROOM,488000
TAMPINES,3 ROOM,485000
TAMPINES,3 ROOM,480000
TAMPINES,3 ROOM,480000
TAMPINES,3 ROOM,480000
TAMPINES,3 ROOM,480000
TAMPINES,3 ROOM,480000
TAMPINES,3 ROOM,475000
TAMPINES,3 ROOM,475000
TAMPINES,3 ROOM,473888
TAMPINES,3 ROOM,472000
TAMPINES,3 ROOM,470888
TAMPINES,3 ROOM,470000
TAMPINES,3 ROOM,470000
TAMPINES,3 ROOM,470000
TAMPINES,3 ROOM,470000
TAMPINES,3 ROOM,468000
TAMPINES,3 ROOM,465000
TAMPINES,3 ROOM,465000
TAMPINES,3 ROOM,460000
TAMPINES,3 ROOM,460000
TAMPINES,3 ROOM,460000
TAMPINES,3 ROOM,460000
TAMPINES,3 ROOM,455000
TAMPINES,3 ROOM,455000
JURONG EAST,3 ROOM,450000
JURONG EAST,3 ROOM,450000
TAMPINES,3 ROOM,450000
TAMPINES,3 ROOM,450000
TAMPINES,3 ROOM,450000
TAMPINES,3 ROOM,450000
TAMPINES,3 ROOM,448000
TAMPINES,3 ROOM,448000
TAMPINES,3 ROOM,448000
JURONG EAST,3 ROOM,445000
TAMPINES,3 ROOM,445000
TAMPINES,3 ROOM,445000
TAMPINES,3 ROOM,443500
TAMPINES,3 ROOM,442000
TAMPINES,3 ROOM,440000
TAMPINES,3 ROOM,440000
TAMPINES,3 ROOM,440000
TAMPINES,3 ROOM,440000
TAMPINES,3 ROOM,440000
TAMPINES,3 ROOM,440000
TAMPINES,3 ROOM,438888
TAMPINES,3 ROOM,438000
TAMPINES,3 ROOM,438000
TAMPINES,3 ROOM,436000
TAMPINES,3 ROOM,435000
TAMPINES,3 ROOM,435000
TAMPINES,3 ROOM,435000
TAMPINES,3 ROOM,433000
TAMPINES,3 ROOM,432000
TAMPINES,3 ROOM,430000
TAMPINES,3 ROOM,430000
TAMPINES,3 ROOM,430000
TAMPINES,3 ROOM,430000
JURONG EAST,3 ROOM,428000
JURONG EAST,3 ROOM,428000
TAMPINES,3 ROOM,428000
TAMPINES,3 ROOM,428000
TAMPINES,3 ROOM,425000
TAMPINES,3 ROOM,423000
TAMPINES,3 ROOM,423000
TAMPINES,3 ROOM,422000
TAMPINES,3 ROOM,422000
TAMPINES,3 ROOM,422000
TAMPINES,3 ROOM,422000
TAMPINES,3 ROOM,421000
JURONG EAST,3 ROOM,420000
JURONG EAST,3 ROOM,420000
JURONG EAST,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,420000
TAMPINES,3 ROOM,418000
TAMPINES,3 ROOM,418000
TAMPINES,3 ROOM,418000
TAMPINES,3 ROOM,416000
TAMPINES,3 ROOM,416000
JURONG EAST,3 ROOM,415000
JURONG EAST,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,415000
TAMPINES,3 ROOM,414000
JURONG EAST,3 ROOM,413000
TAMPINES,3 ROOM,412000
TAMPINES,3 ROOM,412000
TAMPINES,3 ROOM,410888
JURONG EAST,3 ROOM,410000
JURONG EAST,3 ROOM,410000
TAMPINES,3 ROOM,410000
TAMPINES,3 ROOM,410000
TAMPINES,3 ROOM,410000
TAMPINES,3 ROOM,410000
TAMPINES,3 ROOM,410000
TAMPINES,3 ROOM,410000
JURONG EAST,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,408000
TAMPINES,3 ROOM,407000
TAMPINES,3 ROOM,406888
TAMPINES,3 ROOM,406000
JURONG EAST,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
TAMPINES,3 ROOM,405000
JURONG EAST,3 ROOM,402000
TAMPINES,3 ROOM,402000
JURONG EAST,3 ROOM,400000
JURONG EAST,3 ROOM,400000
JURONG EAST,3 ROOM,400000
JURONG EAST,3 ROOM,400000
JURONG EAST,3 ROOM,400000
JURONG EAST,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,400000
TAMPINES,3 ROOM,399999
TAMPINES,3 ROOM,399885
TAMPINES,3 ROOM,398000
TAMPINES,3 ROOM,398000
TAMPINES,3 ROOM,398000
TAMPINES,3 ROOM,398000
TAMPINES,3 ROOM,398000
TAMPINES,3 ROOM,397000
JURONG EAST,3 ROOM,396888
TAMPINES,3 ROOM,396688
TAMPINES,3 ROOM,396500
TAMPINES,3 ROOM,396000
JURONG EAST,3 ROOM,395000
JURONG EAST,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,395000
TAMPINES,3 ROOM,394000
TAMPINES,3 ROOM,393888
JURONG EAST,3 ROOM,393000
TAMPINES,3 ROOM,393000
TAMPINES,3 ROOM,393000
TAMPINES,3 ROOM,392000
TAMPINES,3 ROOM,392000
TAMPINES,3 ROOM,392000
JURONG EAST,3 ROOM,391000
TAMPINES,3 ROOM,391000
TAMPINES,3 ROOM,391000
TAMPINES,3 ROOM,390888
JURONG EAST,3 ROOM,390000
JURONG EAST,3 ROOM,390000
JURONG EAST,3 ROOM,390000
JURONG EAST,3 ROOM,390000
JURONG EAST,3 ROOM,390000
JURONG EAST,3 ROOM,390000
JURONG EAST,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
TAMPINES,3 ROOM,390000
JURONG EAST,3 ROOM,388888
JURONG EAST,3 ROOM,388000
JURONG EAST,3 ROOM,388000
JURONG EAST,3 ROOM,388000
JURONG EAST,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,388000
TAMPINES,3 ROOM,387000
TAMPINES,3 ROOM,387000
JURONG EAST,3 ROOM,385000
JURONG EAST,3 ROOM,385000
JURONG EAST,3 ROOM,385000
JURONG EAST,3 ROOM,385000
JURONG EAST,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,385000
TAMPINES,3 ROOM,384000
TAMPINES,3 ROOM,383000
TAMPINES,3 ROOM,383000
TAMPINES,3 ROOM,383000
JURONG EAST,3 ROOM,382000
TAMPINES,3 ROOM,382000
TAMPINES,3 ROOM,382000
TAMPINES,3 ROOM,382000
TAMPINES,3 ROOM,381000
TAMPINES,3 ROOM,380500
JURONG EAST,3 ROOM,380000
JURONG EAST,3 ROOM,380000
JURONG EAST,3 ROOM,380000
JURONG EAST,3 ROOM,380000
JURONG EAST,3 ROOM,380000
JURONG EAST,3 ROOM,380000
JURONG EAST,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
TAMPINES,3 ROOM,380000
JURONG EAST,3 ROOM,379000
JURONG EAST,3 ROOM,378000
JURONG EAST,3 ROOM,378000
JURONG EAST,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
TAMPINES,3 ROOM,378000
JURONG EAST,3 ROOM,377000
TAMPINES,3 ROOM,377000
TAMPINES,3 ROOM,377000
TAMPINES,3 ROOM,377000
TAMPINES,3 ROOM,377000
TAMPINES,3 ROOM,377000
JURONG EAST,3 ROOM,376000
JURONG EAST,3 ROOM,376000
TAMPINES,3 ROOM,376000
TAMPINES,3 ROOM,376000
TAMPINES,3 ROOM,376000
JURONG EAST,3 ROOM,375000
JURONG EAST,3 ROOM,375000
JURONG EAST,3 ROOM,375000
JURONG EAST,3 ROOM,375000
JURONG EAST,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
TAMPINES,3 ROOM,375000
JURONG EAST,3 ROOM,374000
TAMPINES,3 ROOM,374000
JURONG EAST,3 ROOM,373000
TAMPINES,3 ROOM,373000
TAMPINES,3 ROOM,372000
TAMPINES,3 ROOM,372000
TAMPINES,3 ROOM,372000
TAMPINES,3 ROOM,372000
TAMPINES,3 ROOM,371000
TAMPINES,3 ROOM,371000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
JURONG EAST,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,370000
TAMPINES,3 ROOM,369000
JURONG EAST,3 ROOM,368888
JURONG EAST,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,368000
TAMPINES,3 ROOM,367888
TAMPINES,3 ROOM,367000
TAMPINES,3 ROOM,367000
TAMPINES,3 ROOM,367000
TAMPINES,3 ROOM,367000
TAMPINES,3 ROOM,366850
TAMPINES,3 ROOM,366800
TAMPINES,3 ROOM,366000
TAMPINES,3 ROOM,366000
TAMPINES,3 ROOM,366000
TAMPINES,3 ROOM,365888
TAMPINES,3 ROOM,365888
JURONG EAST,3 ROOM,365000
JURONG EAST,3 ROOM,365000
JURONG EAST,3 ROOM,365000
JURONG EAST,3 ROOM,365000
JURONG EAST,3 ROOM,365000
JURONG EAST,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,365000
TAMPINES,3 ROOM,363888
JURONG EAST,3 ROOM,363000
TAMPINES,3 ROOM,363000
TAMPINES,3 ROOM,363000
TAMPINES,3 ROOM,363000
TAMPINES,3 ROOM,363000
TAMPINES,3 ROOM,362500
TAMPINES,3 ROOM,362500
TAMPINES,3 ROOM,362000
TAMPINES,3 ROOM,362000
TAMPINES,3 ROOM,362000
TAMPINES,3 ROOM,362000
TAMPINES,3 ROOM,362000
TAMPINES,3 ROOM,361900
JURONG EAST,3 ROOM,361000
JURONG EAST,3 ROOM,361000
TAMPINES,3 ROOM,361000
TAMPINES,3 ROOM,361000
TAMPINES,3 ROOM,361000
TAMPINES,3 ROOM,360500
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
JURONG EAST,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,360000
TAMPINES,3 ROOM,359000
TAMPINES,3 ROOM,358888
JURONG EAST,3 ROOM,358000
JURONG EAST,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
TAMPINES,3 ROOM,358000
JURONG EAST,3 ROOM,357000
TAMPINES,3 ROOM,357000
TAMPINES,3 ROOM,356000
JURONG EAST,3 ROOM,355000
JURONG EAST,3 ROOM,355000
JURONG EAST,3 ROOM,355000
JURONG EAST,3 ROOM,355000
JURONG EAST,3 ROOM,355000
JURONG EAST,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,355000
TAMPINES,3 ROOM,354000
TAMPINES,3 ROOM,353888
JURONG EAST,3 ROOM,353000
TAMPINES,3 ROOM,353000
TAMPINES,3 ROOM,353000
TAMPINES,3 ROOM,353000
TAMPINES,3 ROOM,353000
TAMPINES,3 ROOM,352000
TAMPINES,3 ROOM,352000
TAMPINES,3 ROOM,352000
TAMPINES,3 ROOM,352000
TAMPINES,3 ROOM,352000
TAMPINES,3 ROOM,352000
JURONG EAST,3 ROOM,351000
JURONG EAST,3 ROOM,351000
TAMPINES,3 ROOM,351000
TAMPINES,3 ROOM,350888
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
JURONG EAST,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,350000
TAMPINES,3 ROOM,349000
JURONG EAST,3 ROOM,348888
TAMPINES,3 ROOM,348888
JURONG EAST,3 ROOM,348000
JURONG EAST,3 ROOM,348000
JURONG EAST,3 ROOM,348000
JURONG EAST,3 ROOM,348000
JURONG EAST,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
TAMPINES,3 ROOM,348000
JURONG EAST,3 ROOM,347000
TAMPINES,3 ROOM,347000
TAMPINES,3 ROOM,347000
JURONG EAST,3 ROOM,346000
TAMPINES,3 ROOM,346000
TAMPINES,3 ROOM,346000
TAMPINES,3 ROOM,346000
TAMPINES,3 ROOM,346000
TAMPINES,3 ROOM,346000
TAMPINES,3 ROOM,346000
TAMPINES,3 ROOM,345888
JURONG EAST,3 ROOM,345000
JURONG EAST,3 ROOM,345000
JURONG EAST,3 ROOM,345000
JURONG EAST,3 ROOM,345000
JURONG EAST,3 ROOM,345000
