town,flat_type,resale_price
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,550000
TAMPINES,5 ROOM,548888
JURONG EAST,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,548000
TAMPINES,5 ROOM,547500
TAMPINES,5 ROOM,547500
TAMPINES,5 ROOM,547000
TAMPINES,5 ROOM,545888
TAMPINES,5 ROOM,545888
JURONG EAST,5 ROOM,545000
JURONG EAST,5 ROOM,545000
JURONG EAST,5 ROOM,545000
JURONG EAST,5 ROOM,545000
JURONG EAST,5 ROOM,545000
JURONG EAST,5 ROOM,545000
JURONG EAST,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
TAMPINES,5 ROOM,545000
JURONG EAST,5 ROOM,543888
TAMPINES,5 ROOM,543000
TAMPINES,5 ROOM,543000
TAMPINES,5 ROOM,543000
TAMPINES,5 ROOM,543000
JURONG EAST,5 ROOM,542000
JURONG EAST,5 ROOM,542000
TAMPINES,5 ROOM,542000
TAMPINES,5 ROOM,541000
TAMPINES,5 ROOM,541000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
JURONG EAST,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,540000
TAMPINES,5 ROOM,539999
TAMPINES,5 ROOM,539000
TAMPINES,5 ROOM,538888
TAMPINES,5 ROOM,538888
TAMPINES,5 ROOM,538888
TAMPINES,5 ROOM,538888
TAMPINES,5 ROOM,538888
TAMPINES,5 ROOM,538888
JURONG EAST,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,538000
TAMPINES,5 ROOM,537000
TAMPINES,5 ROOM,537000
TAMPINES,5 ROOM,536500
JURONG EAST,5 ROOM,536000
TAMPINES,5 ROOM,536000
TAMPINES,5 ROOM,536000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
JURONG EAST,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,535000
TAMPINES,5 ROOM,534888
JURONG EAST,5 ROOM,533000
JURONG EAST,5 ROOM,533000
JURONG EAST,5 ROOM,533000
TAMPINES,5 ROOM,533000
TAMPINES,5 ROOM,533000
TAMPINES,5 ROOM,532800
TAMPINES,5 ROOM,532500
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,532000
TAMPINES,5 ROOM,531000
TAMPINES,5 ROOM,531000
TAMPINES,5 ROOM,531000
TAMPINES,5 ROOM,531000
TAMPINES,5 ROOM,531000
TAMPINES,5 ROOM,531000
TAMPINES,5 ROOM,531000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
JURONG EAST,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,530000
TAMPINES,5 ROOM,529000
TAMPINES,5 ROOM,529000
TAMPINES,5 ROOM,528888
JURONG EAST,5 ROOM,528000
JURONG EAST,5 ROOM,528000
JURONG EAST,5 ROOM,528000
JURONG EAST,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
TAMPINES,5 ROOM,528000
JURONG EAST,5 ROOM,527888
TAMPINES,5 ROOM,527000
TAMPINES,5 ROOM,527000
TAMPINES,5 ROOM,527000
TAMPINES,5 ROOM,526000
TAMPINES,5 ROOM,526000
TAMPINES,5 ROOM,525333
JURONG EAST,5 ROOM,525000
JURONG EAST,5 ROOM,525000
JURONG EAST,5 ROOM,525000
JURONG EAST,5 ROOM,525000
JURONG EAST,5 ROOM,525000
JURONG EAST,5 ROOM,525000
JURONG EAST,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,525000
TAMPINES,5 ROOM,524888
TAMPINES,5 ROOM,524000
TAMPINES,5 ROOM,524000
TAMPINES,5 ROOM,524000
JURONG EAST,5 ROOM,523888
TAMPINES,5 ROOM,523888
TAMPINES,5 ROOM,523500
JURONG EAST,5 ROOM,523000
JURONG EAST,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,523000
TAMPINES,5 ROOM,522500
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
TAMPINES,5 ROOM,522000
JURONG EAST,5 ROOM,521000
TAMPINES,5 ROOM,520999
TAMPINES,5 ROOM,520888
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
JURONG EAST,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,520000
TAMPINES,5 ROOM,519000
TAMPINES,5 ROOM,519000
TAMPINES,5 ROOM,519000
TAMPINES,5 ROOM,519000
JURONG EAST,5 ROOM,518888
JURONG EAST,5 ROOM,518888
TAMPINES,5 ROOM,518800
JURONG EAST,5 ROOM,518000
JURONG EAST,5 ROOM,518000
JURONG EAST,5 ROOM,518000
JURONG EAST,5 ROOM,518000
JURONG EAST,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
TAMPINES,5 ROOM,518000
JURONG EAST,5 ROOM,517000
TAMPINES,5 ROOM,517000
TAMPINES,5 ROOM,517000
JURONG EAST,5 ROOM,516000
JURONG EAST,5 ROOM,515888
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
JURONG EAST,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,515000
TAMPINES,5 ROOM,514000
JURONG EAST,5 ROOM,513000
JURONG EAST,5 ROOM,513000
TAMPINES,5 ROOM,513000
TAMPINES,5 ROOM,513000
TAMPINES,5 ROOM,513000
TAMPINES,5 ROOM,513000
TAMPINES,5 ROOM,513000
TAMPINES,5 ROOM,513000
JURONG EAST,5 ROOM,512888
JURONG EAST,5 ROOM,512888
TAMPINES,5 ROOM,512500
JURONG EAST,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,512000
TAMPINES,5 ROOM,511000
JURONG EAST,5 ROOM,510000
JURONG EAST,5 ROOM,510000
JURONG EAST,5 ROOM,510000
JURONG EAST,5 ROOM,510000
JURONG EAST,5 ROOM,510000
JURONG EAST,5 ROOM,510000
JURONG EAST,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,510000
TAMPINES,5 ROOM,509000
TAMPINES,5 ROOM,508800
JURONG EAST,5 ROOM,508000
JURONG EAST,5 ROOM,508000
JURONG EAST,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,508000
TAMPINES,5 ROOM,506000
TAMPINES,5 ROOM,506000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
JURONG EAST,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,505000
TAMPINES,5 ROOM,504000
TAMPINES,5 ROOM,504000
TAMPINES,5 ROOM,503888
JURONG EAST,5 ROOM,503829
TAMPINES,5 ROOM,503000
TAMPINES,5 ROOM,503000
